"","BoardID","Date","Genus","Year","Resolution","Abundance","Date.decimal"
"944","CA-2",2011-06-30,"Culex",2011,"Monthly",159,2011.49315068493
"946","CA-2",2011-07-31,"Culex",2011,"Monthly",50,2011.57808219178
"948","CA-2",2011-08-31,"Culex",2011,"Monthly",35,2011.66301369863
"950","CA-2",2011-09-30,"Culex",2011,"Monthly",877,2011.74520547945
"952","CA-2",2011-10-31,"Culex",2011,"Monthly",550,2011.8301369863
"953","CA-2",2011-11-30,"Culex",2011,"Monthly",41,2011.91232876712
"954","CA-2",2011-12-31,"Culex",2011,"Monthly",25,2011.99726027397
"955","CA-2",2012-01-31,"Culex",2012,"Monthly",111,2012.08196721311
"956","CA-2",2012-02-29,"Culex",2012,"Monthly",150,2012.16120218579
"957","CA-2",2012-03-31,"Culex",2012,"Monthly",757,2012.24590163934
"958","CA-2",2012-04-30,"Culex",2012,"Monthly",1578,2012.32786885246
"959","CA-2",2012-05-31,"Culex",2012,"Monthly",1900,2012.41256830601
"961","CA-2",2012-06-30,"Culex",2012,"Monthly",174,2012.49453551913
"1405","CA-4",2011-01-04,"Culex",2011,"Weekly",0.02,2011.00821917808
"1406","CA-4",2011-01-11,"Culex",2011,"Weekly",0.05,2011.02739726027
"1407","CA-4",2011-01-18,"Culex",2011,"Weekly",0.07,2011.04657534247
"1408","CA-4",2011-01-25,"Culex",2011,"Weekly",0.25,2011.06575342466
"1409","CA-4",2011-02-01,"Culex",2011,"Weekly",0.33,2011.08493150685
"1410","CA-4",2011-02-08,"Culex",2011,"Weekly",0.51,2011.10410958904
"1411","CA-4",2011-02-15,"Culex",2011,"Weekly",0.59,2011.12328767123
"1412","CA-4",2011-02-22,"Culex",2011,"Weekly",0.32,2011.14246575342
"1413","CA-4",2011-03-01,"Culex",2011,"Weekly",0.23,2011.16164383562
"1414","CA-4",2011-03-08,"Culex",2011,"Weekly",0.32,2011.18082191781
"1415","CA-4",2011-03-15,"Culex",2011,"Weekly",0.47,2011.2
"1416","CA-4",2011-03-22,"Culex",2011,"Weekly",0.41,2011.21917808219
"1417","CA-4",2011-03-29,"Culex",2011,"Weekly",0.23,2011.23835616438
"1418","CA-4",2011-04-05,"Culex",2011,"Weekly",0.32,2011.25753424658
"1419","CA-4",2011-04-12,"Culex",2011,"Weekly",0.4,2011.27671232877
"1420","CA-4",2011-04-19,"Culex",2011,"Weekly",0.52,2011.29589041096
"1421","CA-4",2011-04-26,"Culex",2011,"Weekly",0.65,2011.31506849315
"1423","CA-4",2011-05-03,"Culex",2011,"Weekly",0.69,2011.33424657534
"1427","CA-4",2011-05-10,"Culex",2011,"Weekly",0.9,2011.35342465753
"1432","CA-4",2011-05-17,"Culex",2011,"Weekly",0.76,2011.37260273973
"1438","CA-4",2011-05-24,"Culex",2011,"Weekly",0.66,2011.39178082192
"1444","CA-4",2011-05-31,"Culex",2011,"Weekly",0.72,2011.41095890411
"1456","CA-4",2011-06-07,"Culex",2011,"Weekly",1.01,2011.4301369863
"1470","CA-4",2011-06-14,"Culex",2011,"Weekly",1.26,2011.44931506849
"1486","CA-4",2011-06-21,"Culex",2011,"Weekly",1.27,2011.46849315068
"1501","CA-4",2011-06-28,"Culex",2011,"Weekly",1.44,2011.48767123288
"1516","CA-4",2011-07-05,"Culex",2011,"Weekly",1.66,2011.50684931507
"1532","CA-4",2011-07-12,"Culex",2011,"Weekly",1.9,2011.52602739726
"1550","CA-4",2011-07-19,"Culex",2011,"Weekly",1.68,2011.54520547945
"1567","CA-4",2011-07-26,"Culex",2011,"Weekly",1.38,2011.56438356164
"1585","CA-4",2011-08-02,"Culex",2011,"Weekly",1.36,2011.58356164384
"1603","CA-4",2011-08-09,"Culex",2011,"Weekly",0.97,2011.60273972603
"1619","CA-4",2011-08-16,"Culex",2011,"Weekly",1.03,2011.62191780822
"1632","CA-4",2011-08-23,"Culex",2011,"Weekly",1.34,2011.64109589041
"1648","CA-4",2011-08-30,"Culex",2011,"Weekly",1.62,2011.6602739726
"1661","CA-4",2011-09-06,"Culex",2011,"Weekly",1.71,2011.67945205479
"1673","CA-4",2011-09-13,"Culex",2011,"Weekly",1.62,2011.69863013699
"1686","CA-4",2011-09-20,"Culex",2011,"Weekly",1.8,2011.71780821918
"1696","CA-4",2011-09-27,"Culex",2011,"Weekly",1.9,2011.73698630137
"1704","CA-4",2011-10-04,"Culex",2011,"Weekly",1.91,2011.75616438356
"1709","CA-4",2011-10-11,"Culex",2011,"Weekly",2.15,2011.77534246575
"1711","CA-4",2011-10-18,"Culex",2011,"Weekly",2.03,2011.79452054795
"1713","CA-4",2011-10-25,"Culex",2011,"Weekly",1.91,2011.81369863014
"1715","CA-4",2011-11-01,"Culex",2011,"Weekly",2.13,2011.83287671233
"1717","CA-4",2011-11-08,"Culex",2011,"Weekly",1.78,2011.85205479452
"1718","CA-4",2011-11-15,"Culex",2011,"Weekly",1.06,2011.87123287671
"1719","CA-4",2011-11-22,"Culex",2011,"Weekly",0.75,2011.8904109589
"1720","CA-4",2011-11-29,"Culex",2011,"Weekly",0.58,2011.9095890411
"1721","CA-4",2011-12-06,"Culex",2011,"Weekly",0.62,2011.92876712329
"1722","CA-4",2011-12-13,"Culex",2011,"Weekly",0.52,2011.94794520548
"1723","CA-4",2011-12-20,"Culex",2011,"Weekly",0.46,2011.96712328767
"1724","CA-4",2011-12-27,"Culex",2011,"Weekly",0.09,2011.98630136986
"1725","CA-4",2012-01-04,"Culex",2012,"Weekly",0.02,2012.00819672131
"1726","CA-4",2012-01-11,"Culex",2012,"Weekly",0.02,2012.02732240437
"1727","CA-4",2012-01-18,"Culex",2012,"Weekly",0.01,2012.04644808743
"1728","CA-4",2012-01-25,"Culex",2012,"Weekly",0.04,2012.06557377049
"1729","CA-4",2012-02-01,"Culex",2012,"Weekly",0.1,2012.08469945355
"1730","CA-4",2012-02-08,"Culex",2012,"Weekly",0.11,2012.10382513661
"1731","CA-4",2012-02-15,"Culex",2012,"Weekly",0.05,2012.12295081967
"1732","CA-4",2012-02-22,"Culex",2012,"Weekly",0.05,2012.14207650273
"1733","CA-4",2012-02-29,"Culex",2012,"Weekly",0.09,2012.16120218579
"1734","CA-4",2012-03-07,"Culex",2012,"Weekly",0.08,2012.18032786885
"1735","CA-4",2012-03-14,"Culex",2012,"Weekly",0.08,2012.19945355191
"1736","CA-4",2012-03-21,"Culex",2012,"Weekly",0.1,2012.21857923497
"1737","CA-4",2012-03-28,"Culex",2012,"Weekly",0.07,2012.23770491803
"1738","CA-4",2012-04-04,"Culex",2012,"Weekly",0.04,2012.25683060109
"1739","CA-4",2012-04-11,"Culex",2012,"Weekly",0.03,2012.27595628415
"1740","CA-4",2012-04-18,"Culex",2012,"Weekly",0.03,2012.29508196721
"1741","CA-4",2012-04-25,"Culex",2012,"Weekly",0.07,2012.31420765027
"1743","CA-4",2012-05-02,"Culex",2012,"Weekly",0.13,2012.33333333333
"1746","CA-4",2012-05-09,"Culex",2012,"Weekly",0.21,2012.35245901639
"1751","CA-4",2012-05-16,"Culex",2012,"Weekly",0.23,2012.37158469945
"1757","CA-4",2012-05-23,"Culex",2012,"Weekly",0.24,2012.39071038251
"1764","CA-4",2012-05-30,"Culex",2012,"Weekly",0.18,2012.40983606557
"1776","CA-4",2012-06-06,"Culex",2012,"Weekly",0.22,2012.42896174863
"1788","CA-4",2012-06-13,"Culex",2012,"Weekly",0.43,2012.44808743169
"1804","CA-4",2012-06-20,"Culex",2012,"Weekly",0.5,2012.46721311475
"1819","CA-4",2012-06-27,"Culex",2012,"Weekly",0.34,2012.48633879781
"1836","CA-4",2012-07-04,"Culex",2012,"Weekly",0.16,2012.50546448087
"1851","CA-4",2012-07-11,"Culex",2012,"Weekly",0.29,2012.52459016393
"1869","CA-4",2012-07-18,"Culex",2012,"Weekly",0.29,2012.54371584699
"1887","CA-4",2012-07-25,"Culex",2012,"Weekly",0.25,2012.56284153005
"1906","CA-4",2012-08-01,"Culex",2012,"Weekly",0.26,2012.58196721311
"1923","CA-4",2012-08-08,"Culex",2012,"Weekly",0.23,2012.60109289617
"1940","CA-4",2012-08-15,"Culex",2012,"Weekly",0.35,2012.62021857923
"1957","CA-4",2012-08-22,"Culex",2012,"Weekly",0.34,2012.6393442623
"1975","CA-4",2012-08-29,"Culex",2012,"Weekly",0.34,2012.65846994536
"1990","CA-4",2012-09-05,"Culex",2012,"Weekly",0.43,2012.67759562842
"2003","CA-4",2012-09-12,"Culex",2012,"Weekly",0.49,2012.69672131148
"2016","CA-4",2012-09-19,"Culex",2012,"Weekly",0.46,2012.71584699454
"2026","CA-4",2012-09-26,"Culex",2012,"Weekly",0.4,2012.7349726776
"2034","CA-4",2012-10-03,"Culex",2012,"Weekly",0.5,2012.75409836066
"2041","CA-4",2012-10-10,"Culex",2012,"Weekly",0.38,2012.77322404372
"2043","CA-4",2012-10-17,"Culex",2012,"Weekly",0.32,2012.79234972678
"2045","CA-4",2012-10-24,"Culex",2012,"Weekly",0.41,2012.81147540984
"2047","CA-4",2012-10-31,"Culex",2012,"Weekly",0.46,2012.8306010929
"2048","CA-4",2012-11-07,"Culex",2012,"Weekly",0.8,2012.84972677596
"2049","CA-4",2012-11-14,"Culex",2012,"Weekly",0.56,2012.86885245902
"2050","CA-4",2012-11-21,"Culex",2012,"Weekly",0.22,2012.88797814208
"2051","CA-4",2012-11-28,"Culex",2012,"Weekly",0.18,2012.90710382514
"2052","CA-4",2012-12-05,"Culex",2012,"Weekly",0.13,2012.9262295082
"2053","CA-4",2012-12-12,"Culex",2012,"Weekly",0.11,2012.94535519126
"2054","CA-4",2012-12-19,"Culex",2012,"Weekly",0.1,2012.96448087432
"2055","CA-4",2012-12-26,"Culex",2012,"Weekly",0.08,2012.98360655738
"2056","CA-4",2013-01-02,"Culex",2013,"Weekly",0.02,2013.00273972603
"2057","CA-4",2013-01-09,"Culex",2013,"Weekly",0.04,2013.02191780822
"2058","CA-4",2013-01-16,"Culex",2013,"Weekly",0.01,2013.04109589041
"2059","CA-4",2013-01-23,"Culex",2013,"Weekly",0,2013.0602739726
"2060","CA-4",2013-01-30,"Culex",2013,"Weekly",0.03,2013.07945205479
"2061","CA-4",2013-02-06,"Culex",2013,"Weekly",0.06,2013.09863013699
"2062","CA-4",2013-02-13,"Culex",2013,"Weekly",0.05,2013.11780821918
"2063","CA-4",2013-02-20,"Culex",2013,"Weekly",0.11,2013.13698630137
"2064","CA-4",2013-02-27,"Culex",2013,"Weekly",0.12,2013.15616438356
"2065","CA-4",2013-03-06,"Culex",2013,"Weekly",0.12,2013.17534246575
"2066","CA-4",2013-03-13,"Culex",2013,"Weekly",0.11,2013.19452054795
"2067","CA-4",2013-03-20,"Culex",2013,"Weekly",0.08,2013.21369863014
"2068","CA-4",2013-03-27,"Culex",2013,"Weekly",0.09,2013.23287671233
"2069","CA-4",2013-04-03,"Culex",2013,"Weekly",0.09,2013.25205479452
"2070","CA-4",2013-04-10,"Culex",2013,"Weekly",0.2,2013.27123287671
"2071","CA-4",2013-04-17,"Culex",2013,"Weekly",0.27,2013.2904109589
"2072","CA-4",2013-04-24,"Culex",2013,"Weekly",0.41,2013.3095890411
"2073","CA-4",2013-05-01,"Culex",2013,"Weekly",0.47,2013.32876712329
"2075","CA-4",2013-05-08,"Culex",2013,"Weekly",0.35,2013.34794520548
"2079","CA-4",2013-05-15,"Culex",2013,"Weekly",0.14,2013.36712328767
"2085","CA-4",2013-05-22,"Culex",2013,"Weekly",0.1,2013.38630136986
"2091","CA-4",2013-05-29,"Culex",2013,"Weekly",0.23,2013.40547945205
"2103","CA-4",2013-06-05,"Culex",2013,"Weekly",0.49,2013.42465753425
"2118","CA-4",2013-06-12,"Culex",2013,"Weekly",0.41,2013.44383561644
"2135","CA-4",2013-06-19,"Culex",2013,"Weekly",0.36,2013.46301369863
"2150","CA-4",2013-06-26,"Culex",2013,"Weekly",0.7,2013.48219178082
"2166","CA-4",2013-07-03,"Culex",2013,"Weekly",1.03,2013.50136986301
"2182","CA-4",2013-07-10,"Culex",2013,"Weekly",0.59,2013.52054794521
"2200","CA-4",2013-07-17,"Culex",2013,"Weekly",0.3,2013.5397260274
"2220","CA-4",2013-07-24,"Culex",2013,"Weekly",0.33,2013.55890410959
"2241","CA-4",2013-07-31,"Culex",2013,"Weekly",0.27,2013.57808219178
"2259","CA-4",2013-08-07,"Culex",2013,"Weekly",0.25,2013.59726027397
"2278","CA-4",2013-08-14,"Culex",2013,"Weekly",0.4,2013.61643835616
"2295","CA-4",2013-08-21,"Culex",2013,"Weekly",0.43,2013.63561643836
"2314","CA-4",2013-08-28,"Culex",2013,"Weekly",0.4,2013.65479452055
"2327","CA-4",2013-09-04,"Culex",2013,"Weekly",0.72,2013.67397260274
"2338","CA-4",2013-09-11,"Culex",2013,"Weekly",0.9,2013.69315068493
"2348","CA-4",2013-09-18,"Culex",2013,"Weekly",0.72,2013.71232876712
"2360","CA-4",2013-09-25,"Culex",2013,"Weekly",0.56,2013.73150684932
"2368","CA-4",2013-10-02,"Culex",2013,"Weekly",0.67,2013.75068493151
"2374","CA-4",2013-10-09,"Culex",2013,"Weekly",0.63,2013.7698630137
"2376","CA-4",2013-10-16,"Culex",2013,"Weekly",0.33,2013.78904109589
"2378","CA-4",2013-10-23,"Culex",2013,"Weekly",0.21,2013.80821917808
"2379","CA-4",2013-10-30,"Culex",2013,"Weekly",0.19,2013.82739726027
"2380","CA-4",2013-11-06,"Culex",2013,"Weekly",0.24,2013.84657534247
"2381","CA-4",2013-11-13,"Culex",2013,"Weekly",0.2,2013.86575342466
"2382","CA-4",2013-11-20,"Culex",2013,"Weekly",0.12,2013.88493150685
"2383","CA-4",2013-11-27,"Culex",2013,"Weekly",0.12,2013.90410958904
"2384","CA-4",2013-12-04,"Culex",2013,"Weekly",0.07,2013.92328767123
"2385","CA-4",2014-04-03,"Culex",2014,"Weekly",16,2014.25205479452
"2386","CA-4",2014-04-10,"Culex",2014,"Weekly",21,2014.27123287671
"2387","CA-4",2014-04-15,"Culex",2014,"Weekly",18,2014.28493150685
"2388","CA-4",2014-04-22,"Culex",2014,"Weekly",19,2014.30410958904
"2389","CA-4",2014-04-29,"Culex",2014,"Weekly",19,2014.32328767123
"2391","CA-4",2014-05-06,"Culex",2014,"Weekly",13,2014.34246575342
"2395","CA-4",2014-05-13,"Culex",2014,"Weekly",22,2014.36164383562
"2400","CA-4",2014-05-20,"Culex",2014,"Weekly",16,2014.38082191781
"2403","CA-4",2014-05-27,"Culex",2014,"Weekly",5,2014.4
"2414","CA-4",2014-06-03,"Culex",2014,"Weekly",5,2014.41917808219
"2428","CA-4",2014-06-10,"Culex",2014,"Weekly",10,2014.43835616438
"2441","CA-4",2014-06-17,"Culex",2014,"Weekly",10,2014.45753424658
"2455","CA-4",2014-06-24,"Culex",2014,"Weekly",5,2014.47671232877
"2471","CA-4",2014-07-01,"Culex",2014,"Weekly",5,2014.49589041096
"2486","CA-4",2014-07-08,"Culex",2014,"Weekly",6,2014.51506849315
"2500","CA-4",2014-07-15,"Culex",2014,"Weekly",7,2014.53424657534
"2517","CA-4",2014-07-22,"Culex",2014,"Weekly",6,2014.55342465753
"2535","CA-4",2014-07-29,"Culex",2014,"Weekly",5,2014.57260273973
"2551","CA-4",2014-08-05,"Culex",2014,"Weekly",7,2014.59178082192
"2568","CA-4",2014-08-12,"Culex",2014,"Weekly",10,2014.61095890411
"2584","CA-4",2014-08-19,"Culex",2014,"Weekly",12,2014.6301369863
"2603","CA-4",2014-08-26,"Culex",2014,"Weekly",8,2014.64931506849
"2617","CA-4",2014-09-02,"Culex",2014,"Weekly",10,2014.66849315068
"2631","CA-4",2014-09-09,"Culex",2014,"Weekly",14,2014.68767123288
"2643","CA-4",2014-09-16,"Culex",2014,"Weekly",13,2014.70684931507
"2653","CA-4",2014-09-23,"Culex",2014,"Weekly",10,2014.72602739726
"2660","CA-4",2014-09-30,"Culex",2014,"Weekly",28,2014.74520547945
"2667","CA-4",2014-10-07,"Culex",2014,"Weekly",47,2014.76438356164
"2672","CA-4",2014-10-14,"Culex",2014,"Weekly",46,2014.78356164384
"2676","CA-4",2014-10-21,"Culex",2014,"Weekly",46,2014.80273972603
"2677","CA-4",2014-10-28,"Culex",2014,"Weekly",44,2014.82191780822
"2678","CA-4",2015-04-16,"Culex",2015,"Weekly",15,2015.28767123288
"2679","CA-4",2015-04-23,"Culex",2015,"Weekly",14,2015.30684931507
"2680","CA-4",2015-04-30,"Culex",2015,"Weekly",8,2015.32602739726
"2682","CA-4",2015-05-07,"Culex",2015,"Weekly",4,2015.34520547945
"2687","CA-4",2015-05-14,"Culex",2015,"Weekly",0,2015.36438356164
"2692","CA-4",2015-05-21,"Culex",2015,"Weekly",0,2015.38356164384
"2699","CA-4",2015-05-28,"Culex",2015,"Weekly",4,2015.40273972603
"2711","CA-4",2015-06-04,"Culex",2015,"Weekly",5,2015.42191780822
"2724","CA-4",2015-06-11,"Culex",2015,"Weekly",8,2015.44109589041
"2737","CA-4",2015-06-18,"Culex",2015,"Weekly",3,2015.4602739726
"2754","CA-4",2015-06-25,"Culex",2015,"Weekly",6,2015.47945205479
"2774","CA-4",2015-07-02,"Culex",2015,"Weekly",8,2015.49863013699
"2793","CA-4",2015-07-09,"Culex",2015,"Weekly",3,2015.51780821918
"2813","CA-4",2015-07-16,"Culex",2015,"Weekly",6,2015.53698630137
"2834","CA-4",2015-07-23,"Culex",2015,"Weekly",7,2015.55616438356
"2855","CA-4",2015-07-30,"Culex",2015,"Weekly",5,2015.57534246575
"2876","CA-4",2015-08-06,"Culex",2015,"Weekly",8,2015.59452054795
"2897","CA-4",2015-08-13,"Culex",2015,"Weekly",8,2015.61369863014
"2918","CA-4",2015-08-20,"Culex",2015,"Weekly",8,2015.63287671233
"2937","CA-4",2015-08-27,"Culex",2015,"Weekly",28,2015.65205479452
"2955","CA-4",2015-09-03,"Culex",2015,"Weekly",42,2015.67123287671
"2972","CA-4",2015-09-10,"Culex",2015,"Weekly",38,2015.6904109589
"2989","CA-4",2015-09-17,"Culex",2015,"Weekly",29,2015.7095890411
"3004","CA-4",2015-09-24,"Culex",2015,"Weekly",130,2015.72876712329
"3014","CA-4",2015-10-01,"Culex",2015,"Weekly",147,2015.74794520548
"3021","CA-4",2015-10-08,"Culex",2015,"Weekly",68,2015.76712328767
"3027","CA-4",2015-10-15,"Culex",2015,"Weekly",109,2015.78630136986
"3029","CA-4",2015-10-22,"Culex",2015,"Weekly",148,2015.80547945205
"3031","CA-4",2015-10-29,"Culex",2015,"Weekly",263,2015.82465753425
"2100","CO-4",2013-06-04,"Culex",2013,"Weekly",74,2013.42191780822
"2115","CO-4",2013-06-11,"Culex",2013,"Weekly",134,2013.44109589041
"2119","CO-4",2013-06-12,"Culex",2013,"Weekly",2,2013.44383561644
"2131","CO-4",2013-06-18,"Culex",2013,"Weekly",179,2013.4602739726
"2147","CO-4",2013-06-25,"Culex",2013,"Weekly",260,2013.47945205479
"2151","CO-4",2013-06-26,"Culex",2013,"Weekly",10,2013.48219178082
"2163","CO-4",2013-07-02,"Culex",2013,"Weekly",302,2013.49863013699
"2167","CO-4",2013-07-03,"Culex",2013,"Weekly",3,2013.50136986301
"2178","CO-4",2013-07-09,"Culex",2013,"Weekly",547,2013.51780821918
"2183","CO-4",2013-07-10,"Culex",2013,"Weekly",12,2013.52054794521
"2196","CO-4",2013-07-16,"Culex",2013,"Weekly",521,2013.53698630137
"2201","CO-4",2013-07-17,"Culex",2013,"Weekly",23,2013.5397260274
"2216","CO-4",2013-07-23,"Culex",2013,"Weekly",1052,2013.55616438356
"2221","CO-4",2013-07-24,"Culex",2013,"Weekly",31,2013.55890410959
"2228","CO-4",2013-07-27,"Culex",2013,"Weekly",961,2013.56712328767
"2237","CO-4",2013-07-30,"Culex",2013,"Weekly",431,2013.57534246575
"2242","CO-4",2013-07-31,"Culex",2013,"Weekly",1,2013.57808219178
"2255","CO-4",2013-08-06,"Culex",2013,"Weekly",852,2013.59452054795
"2260","CO-4",2013-08-07,"Culex",2013,"Weekly",5,2013.59726027397
"2274","CO-4",2013-08-13,"Culex",2013,"Weekly",442,2013.61369863014
"2279","CO-4",2013-08-14,"Culex",2013,"Weekly",8,2013.61643835616
"2293","CO-4",2013-08-20,"Culex",2013,"Weekly",504,2013.63287671233
"2296","CO-4",2013-08-21,"Culex",2013,"Weekly",3,2013.63561643836
"2310","CO-4",2013-08-27,"Culex",2013,"Weekly",231,2013.65205479452
"2315","CO-4",2013-08-28,"Culex",2013,"Weekly",1,2013.65479452055
"2415","CO-4",2014-06-03,"Culex",2014,"Weekly",80,2014.41917808219
"2442","CO-4",2014-06-17,"Culex",2014,"Weekly",51,2014.45753424658
"2456","CO-4",2014-06-24,"Culex",2014,"Weekly",238,2014.47671232877
"2458","CO-4",2014-06-25,"Culex",2014,"Weekly",4,2014.47945205479
"2472","CO-4",2014-07-01,"Culex",2014,"Weekly",175,2014.49589041096
"2474","CO-4",2014-07-02,"Culex",2014,"Weekly",6,2014.49863013699
"2487","CO-4",2014-07-08,"Culex",2014,"Weekly",612,2014.51506849315
"2489","CO-4",2014-07-09,"Culex",2014,"Weekly",11,2014.51780821918
"2501","CO-4",2014-07-15,"Culex",2014,"Weekly",469,2014.53424657534
"2504","CO-4",2014-07-16,"Culex",2014,"Weekly",22,2014.53698630137
"2518","CO-4",2014-07-22,"Culex",2014,"Weekly",394,2014.55342465753
"2521","CO-4",2014-07-23,"Culex",2014,"Weekly",17,2014.55616438356
"2536","CO-4",2014-07-29,"Culex",2014,"Weekly",971,2014.57260273973
"2539","CO-4",2014-07-30,"Culex",2014,"Weekly",2,2014.57534246575
"2552","CO-4",2014-08-05,"Culex",2014,"Weekly",292,2014.59178082192
"2554","CO-4",2014-08-06,"Culex",2014,"Weekly",6,2014.59452054795
"2585","CO-4",2014-08-19,"Culex",2014,"Weekly",1018,2014.6301369863
"2708","CO-4",2015-06-02,"Culex",2015,"Weekly",166,2015.41643835616
"2722","CO-4",2015-06-09,"Culex",2015,"Weekly",154,2015.43561643836
"2749","CO-4",2015-06-23,"Culex",2015,"Weekly",1803,2015.47397260274
"2768","CO-4",2015-06-30,"Culex",2015,"Weekly",933,2015.49315068493
"2771","CO-4",2015-07-01,"Culex",2015,"Weekly",3,2015.49589041096
"2787","CO-4",2015-07-07,"Culex",2015,"Weekly",84,2015.51232876712
"2790","CO-4",2015-07-08,"Culex",2015,"Weekly",4,2015.51506849315
"2808","CO-4",2015-07-14,"Culex",2015,"Weekly",141,2015.53150684932
"2828","CO-4",2015-07-21,"Culex",2015,"Weekly",204,2015.55068493151
"2831","CO-4",2015-07-22,"Culex",2015,"Weekly",1,2015.55342465753
"2849","CO-4",2015-07-28,"Culex",2015,"Weekly",209,2015.5698630137
"2852","CO-4",2015-07-29,"Culex",2015,"Weekly",3,2015.57260273973
"2870","CO-4",2015-08-04,"Culex",2015,"Weekly",180,2015.58904109589
"2873","CO-4",2015-08-05,"Culex",2015,"Weekly",3,2015.59178082192
"2891","CO-4",2015-08-11,"Culex",2015,"Weekly",337,2015.60821917808
"2894","CO-4",2015-08-12,"Culex",2015,"Weekly",1,2015.61095890411
"2912","CO-4",2015-08-18,"Culex",2015,"Weekly",205,2015.62739726027
"2915","CO-4",2015-08-19,"Culex",2015,"Weekly",2,2015.6301369863
"1001","CO-7",2009-05-26,"Culex",2009,"Weekly",3,2009.39726027397
"1002","CO-7",2009-05-27,"Culex",2009,"Weekly",0,2009.4
"1003","CO-7",2009-05-28,"Culex",2009,"Weekly",17,2009.40273972603
"1004","CO-7",2009-05-29,"Culex",2009,"Weekly",1,2009.40547945205
"1009","CO-7",2009-06-04,"Culex",2009,"Weekly",10,2009.42191780822
"1010","CO-7",2009-06-05,"Culex",2009,"Weekly",28,2009.42465753425
"1015","CO-7",2009-06-09,"Culex",2009,"Weekly",7,2009.43561643836
"1016","CO-7",2009-06-10,"Culex",2009,"Weekly",11,2009.43835616438
"1017","CO-7",2009-06-11,"Culex",2009,"Weekly",7,2009.44109589041
"1018","CO-7",2009-06-12,"Culex",2009,"Weekly",4,2009.44383561644
"1025","CO-7",2009-06-16,"Culex",2009,"Weekly",34,2009.45479452055
"1026","CO-7",2009-06-17,"Culex",2009,"Weekly",26,2009.45753424658
"1027","CO-7",2009-06-18,"Culex",2009,"Weekly",17,2009.4602739726
"1028","CO-7",2009-06-19,"Culex",2009,"Weekly",7,2009.46301369863
"1035","CO-7",2009-06-23,"Culex",2009,"Weekly",71,2009.47397260274
"1036","CO-7",2009-06-24,"Culex",2009,"Weekly",134,2009.47671232877
"1037","CO-7",2009-06-25,"Culex",2009,"Weekly",39,2009.47945205479
"1038","CO-7",2009-06-26,"Culex",2009,"Weekly",20,2009.48219178082
"1046","CO-7",2009-06-30,"Culex",2009,"Weekly",761,2009.49315068493
"1047","CO-7",2009-07-01,"Culex",2009,"Weekly",1070,2009.49589041096
"1048","CO-7",2009-07-02,"Culex",2009,"Weekly",129,2009.49863013699
"1049","CO-7",2009-07-03,"Culex",2009,"Weekly",136,2009.50136986301
"1056","CO-7",2009-07-07,"Culex",2009,"Weekly",551,2009.51232876712
"1057","CO-7",2009-07-08,"Culex",2009,"Weekly",892,2009.51506849315
"1058","CO-7",2009-07-09,"Culex",2009,"Weekly",1148,2009.51780821918
"1059","CO-7",2009-07-10,"Culex",2009,"Weekly",530,2009.52054794521
